LotFrontage,LotArea,LotShape,MasVnrType,MasVnrArea,BsmtExposure,BsmtFinSF1,BsmtUnfSF,HeatingQC,CentralAir,X1stFlrSF,X2ndFlrSF,BedroomAbvGr,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCars,GarageArea,WoodDeckSF,PoolQC,TotBathrooms,TotalPorchSF,Remod,Age,TotalSqFeet,GarageScore,BsmtScore,OverallScore,SalePrice,Id,MSSubClass1 story 1946+,MSSubClass1 story 1945-,MSSubClass1,5 story fin,MSSubClass2 story 1946+,MSSubClass2 story 1945-,MSSubClass2,5 story all ages,MSSubClasssplit/multi level,MSSubClasssplit foyer,MSSubClassduplex all style/age,MSSubClass1 story PUD 1946+,MSSubClass2 story PUD 1946+,MSSubClass2 family conversion,MSZoningFV,MSZoningRH,MSZoningRL,MSZoningRM,LotConfigCulDSac,LotConfigFR2,LotConfigInside,NeighborhoodBrDale,NeighborhoodBrkSide,NeighborhoodClearCr,NeighborhoodCollgCr,NeighborhoodCrawfor,NeighborhoodEdwards,NeighborhoodGilbert,NeighborhoodIDOTRR,NeighborhoodMeadowV,NeighborhoodMitchel,NeighborhoodNAmes,NeighborhoodNoRidge,NeighborhoodNridgHt,NeighborhoodNWAmes,NeighborhoodOldTown,NeighborhoodSawyer,NeighborhoodSawyerW,NeighborhoodSomerst,NeighborhoodStoneBr,NeighborhoodSWISU,NeighborhoodTimber,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,HouseStyle1Story,HouseStyle2Story,HouseStyleSFoyer,HouseStyleSLvl,RoofStyleGable,RoofStyleHip,Exterior1stBrkFace,Exterior1stCemntBd,Exterior1stHdBoard,Exterior1stMetalSd,Exterior1stPlywood,Exterior1stStucco,Exterior1stVinylSd,Exterior1stWd Sdng,Exterior1stWdShing,Exterior2ndBrkFace,Exterior2ndCmentBd,Exterior2ndHdBoard,Exterior2ndMetalSd,Exterior2ndPlywood,Exterior2ndStucco,Exterior2ndVinylSd,Exterior2ndWd Sdng,Exterior2ndWd Shng,ExterQualGd,ExterQualTA,FoundationCBlock,FoundationPConc,FoundationSlab,GarageTypeAttchd,GarageTypeBasment,GarageTypeBuiltIn,GarageTypeDetchd,GarageTypeNo Garage,FenceGdWo,FenceMnPrv,FenceNone,SaleTypeNew,SaleTypeWD
-0.144872934,0.447177323,0.701779516,-0.728459868,-0.566918816,-0.585595914,0.449353131,-0.210604895,0.885467615,0.268243873,-0.116172557,-0.784890564,0.169897979,0.738808483,0.238876752,-0.978662785,-0.799174603,0.306987166,0.47921265,-0.740633511,-0.062518131,0.348156805,0.118164277,-0.933196337,-0.934721718,-0.402195545,0.276188434,-0.300535429,-0.965670971,11.97665948,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
0.042762826,-0.330685341,0.701779516,-0.728459868,-0.566918816,-0.585595914,0.137680336,-0.080938878,-1.202319112,0.268243873,0.457277356,-0.784890564,0.169897979,-0.771402975,-1.314088148,-0.978662785,-0.799174603,-1.005012158,-0.829155377,-0.740633511,-0.062518131,-1.506349974,-0.827130887,1.071218753,0.979881159,-0.228502296,0.276188434,-0.300535429,-0.381707109,11.84222921,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.49693997,0.513108633,-1.052068435,0.814627472,1.557712282,1.285618617,-0.968538599,1.359036371,0.885467615,0.268243873,-0.004031241,2.056247445,1.385418079,0.738808483,0.238876752,1.235417175,0.315926098,1.61898649,1.764382662,1.15620099,-0.062518131,1.584494658,0.600079458,1.071218753,-1.126182006,1.218114331,0.276188434,1.197778691,0.786220617,12.69250311,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
-0.567053395,-0.34475914,0.701779516,-0.728459868,-0.566918816,-0.585595914,-0.968538599,0.173843473,0.885467615,0.268243873,-0.131464555,-0.784890564,0.169897979,0.738808483,0.238876752,1.235417175,-0.799174603,-1.005012158,-0.894109818,-0.740633511,-0.062518131,-1.506349974,1.07272704,1.071218753,1.602127094,-1.001437252,0.276188434,-0.300535429,1.370184479,11.84510278,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
0.277307527,-0.054027422,0.701779516,0.814627472,1.00418997,-0.585595914,-0.968538599,2.767163827,0.885467615,0.268243873,1.61946918,-0.784890564,0.169897979,0.738808483,0.238876752,1.235417175,0.315926098,0.306987166,0.284349327,0.610861071,-0.062518131,-0.270012121,0.646417456,-0.933196337,-0.838991574,1.265259641,0.276188434,0.448621631,0.786220617,12.34583459,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-1.176869617,-0.753660051,0.701779516,-0.728459868,-0.566918816,-0.585595914,0.875159626,-0.820262663,-1.202319112,0.268243873,-0.253800536,-0.784890564,0.169897979,-0.771402975,0.238876752,0.681897185,-0.799174603,0.306987166,0.460654238,0.049714198,-0.062518131,-0.270012121,0.192305074,-0.933196337,0.357635224,-0.561000801,0.276188434,0.448621631,0.202256754,11.7745202,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.051055054,-0.243706728,-1.052068435,-0.728459868,-0.566918816,0.350011351,-0.555901377,-0.811163293,0.885467615,0.268243873,-0.253800536,-0.784890564,0.169897979,0.738808483,0.238876752,0.681897185,-0.799174603,-1.005012158,-0.940505847,2.468178187,-0.062518131,-0.270012121,0.006953081,1.071218753,-0.695396359,-0.536187479,0.276188434,-0.300535429,0.786220617,11.94470788,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
1.919120431,0.515010498,0.701779516,2.357714813,3.011407245,-0.585595914,-0.968538599,2.287172077,0.885467615,0.268243873,1.122479255,-0.784890564,0.169897979,0.738808483,0.238876752,1.235417175,0.315926098,1.61898649,1.93604797,-0.740633511,-0.062518131,-0.270012121,-0.308145307,-0.933196337,-1.030451862,0.76154922,0.276188434,0.448621631,0.786220617,12.45410391,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.426326575,-0.376330094,0.701779516,-0.728459868,-0.566918816,0.350011351,-0.454936951,-0.865759511,-1.202319112,0.268243873,-0.661587142,-0.784890564,0.169897979,0.738808483,0.238876752,-0.978662785,-0.799174603,0.306987166,0.47921265,1.013938403,-0.062518131,-0.888181047,-0.530567698,1.071218753,-0.647531287,-0.933200619,0.276188434,-0.300535429,0.202256754,11.81154748,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1.356213149,0.16608172,0.701779516,2.357714813,0.551308078,-0.585595914,1.704823827,-0.169657732,0.885467615,0.268243873,1.387540549,-0.784890564,0.169897979,0.738808483,0.238876752,1.235417175,0.315926098,1.61898649,1.388574825,-0.740633511,-0.062518131,0.966325732,-0.363750905,1.071218753,-1.030451862,1.061790407,0.276188434,1.197778691,0.786220617,12.63134038,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
-1.036142796,0.780130437,-1.052068435,-0.728459868,-0.566918816,2.221225882,1.834321679,-0.804338766,-1.202319112,0.268243873,1.122479255,-0.784890564,-1.045622121,-0.771402975,0.238876752,1.235417175,0.315926098,-1.005012158,-0.713165303,1.535567891,-0.062518131,-0.270012121,1.563909821,1.071218753,-0.695396359,0.659814603,0.276188434,-0.300535429,-0.381707109,12.24288662,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
-0.426326575,-0.487398993,-1.052068435,-0.728459868,-0.566918816,-0.585595914,-0.968538599,-0.09231309,-2.246212475,-3.72667381,-1.630080328,-0.784890564,-2.261142221,-2.281614434,0.238876752,-0.978662785,-0.799174603,-1.005012158,-1.079693935,-0.353363134,-0.062518131,-1.506349974,-0.020849718,1.071218753,1.649992166,-1.876106825,-0.435368529,-0.300535429,-0.965670971,11.13458902,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
-0.895415976,-0.211501819,0.701779516,-0.728459868,-0.566918816,-0.585595914,-0.968538599,0.201141582,-1.202319112,-3.72667381,-1.301302378,0.773303352,0.169897979,-0.771402975,0.238876752,-0.978662785,-0.799174603,-1.005012158,-1.033297906,-0.740633511,-0.062518131,-1.506349974,1.267346632,1.071218753,1.649992166,-0.727250053,-0.435368529,-0.300535429,-2.133598696,10.59663473,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
